x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,synthetic,key_point,withheld,scan_angle_rank,user_data,point_source_id,gps_time
829531.4856083139,5932653.676949947,540.12,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025929
829533.1960757945,5932652.723351668,540.05,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093596
829535.1700129235,5932653.7790038055,539.08,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2228982
829534.4827008902,5932652.781812702,539.94,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161281
829535.2576833207,5932653.368346901,539.71,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2228973
829534.2634880274,5932653.441831663,539.59,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161291
829534.9065121061,5932651.549761497,540.19,1,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161263
829534.6872985534,5932652.1804549815,540.07,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161272
829535.4184324711,5932652.811009291,540.24,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2228964
829533.9115998547,5932646.915306252,541.03,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025838
829536.6456047903,5932646.4749058215,541.79,2,1,2,0,0,6,0,0,0,19,6,2100,363512138.216119
829535.3151574748,5932646.753755217,541.07,4,1,4,0,0,3,0,0,0,19,3,2100,363512138.2093514
829535.0520991626,5932647.472461478,541.15,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093524
829536.324080092,5932647.266963644,542.15,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.2161198
829537.3913601487,5932647.120121475,541.89,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2228882
829538.4147620548,5932646.855957855,541.76,4,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296565
829538.8534975876,5932647.5745589575,541.99,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364261
829540.0523718451,5932647.471698544,541.82,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431948
829538.0201572006,5932647.7800312005,542.26,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296575
829536.9821415581,5932648.088197174,542.4,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2228891
829537.6547876551,5932648.674764167,542.6800000000001,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296584
829538.4442757166,5932648.51330398,542.57,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364271
829539.6431516017,5932648.410446656,542.49,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431957
829539.2777797371,5932649.290512838,542.9,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431966
829536.5583047163,5932649.056280331,543.0600000000001,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.22289
829536.1637033123,5932650.009685297,543.51,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2228909
829536.8217325968,5932650.625586253,543.74,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296602
829535.73986708,5932650.992432163,544.08,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2228919
829538.0204460212,5932649.540049187,543.1,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.236428
829537.2017196753,5932649.716182214,543.26,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296593
829537.5819960716,5932650.566797792,543.66,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364289
829538.8831786186,5932650.243917952,543.35,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431975
829540.0528086759,5932650.111731644,543.26,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499658
829535.3598791308,5932651.901834906,544.52,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.2228927
829536.4125168977,5932651.608330582,544.3,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296611
829536.7489449305,5932652.532290598,544.83,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364308
829534.9506607562,5932652.869912388,545.07,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.2228936
829536.0032942446,5932652.547075246,544.86,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.229662
829538.47396463,5932651.241327232,543.86,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431984
829539.6728274289,5932651.065132891,543.66,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499668
829537.1873940814,5932651.505539767,544.21,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364299
829538.0793569945,5932652.136071932,544.48,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2431993
829539.2489874526,5932652.018547887,544.26,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499676
829537.6993715286,5932653.060141486,544.92,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432002
829538.8543832836,5932652.942623505,544.8100000000001,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499685
829539.848735148,5932653.851805679,545.11,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567373
829528.0645508019,5932654.8801244125,539.52,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.1890596
829527.6128071432,5932664.765410338,537.39,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2026084
829529.1758909305,5932656.1558872415,537.83,1,1,2,0,0,3,0,0,0,19,3,2100,363512138.1958297
829531.1787414158,5932654.95292729,538.23,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025956
829531.4271884428,5932654.2782266475,538.27,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025947
829533.5035574166,5932655.773898967,538.42,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161327
829533.2404955302,5932656.4925994845,538.3100000000001,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161336
829530.3311227342,5932657.490350908,537.36,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025993
829530.0972880374,5932658.121046986,537.24,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2026002
829531.1647132426,5932658.854215367,537.4,11,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093688
829530.7555134866,5932660.042262289,537.0600000000001,9,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093706
829530.9162636208,5932659.514249414,537.35,10,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093697
829531.4423894848,5932658.106175181,537.39,11,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093679
829532.6997802521,5932658.193977658,537.38,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161363
829531.6762167901,5932657.416816412,537.62,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.209367
829532.3782582897,5932659.030029414,537.54,10,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161373
829532.1298094186,5932659.6900648605,537.53,8,2,2,0,0,3,0,0,0,19,3,2100,363512138.2161382
829533.7524213011,5932657.797844825,538.27,10,1,1,0,0,3,0,0,0,19,3,2100,363512138.2229038
829533.4601247655,5932658.545887683,538.29,6,2,2,0,0,1,0,0,0,19,1,2100,363512138.2229047
829533.9423993367,5932657.181828904,538.59,8,1,1,0,0,3,0,0,0,19,3,2100,363512138.2229029
829531.9251906828,5932660.056789587,538.35,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161382
829534.2350786441,5932658.927096091,538.24,10,1,1,0,0,1,0,0,0,19,1,2100,363512138.2296739
829533.9574034447,5932659.675138122,538.3,6,2,2,0,0,3,0,0,0,19,3,2100,363512138.2296747
829532.8609257718,5932660.115315953,538.54,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229066
829529.7019894274,5932654.454518733,538.96,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.195827
829529.4096948156,5932655.202565563,539.11,5,2,3,0,0,3,0,0,0,19,3,2100,363512138.1958279
829529.2927690281,5932655.40793166,539.57,5,1,3,0,0,3,0,0,0,19,3,2100,363512138.1958279
829529.1612506645,5932655.906596364,538.98,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.1958288
829530.3603048144,5932656.903747519,539.28,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025974
829530.5795207891,5932656.273057866,539.52,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2025965
829532.2607571754,5932655.3781314455,539.48,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093633
829531.339474665,5932654.204951399,539.57,5,1,3,0,0,3,0,0,0,19,3,2100,363512138.2025938
829532.4361263424,5932654.835451636,539.82,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093623
829533.8542894024,5932654.644540867,539.14,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161309
829533.605845831,5932655.333910227,539.16,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161318
829532.1000052065,5932655.906140033,539.07,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093642
829531.7054081889,5932656.9035419375,539.42,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2093652
829534.2200540475,5932656.184492553,539.64,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.222901
829533.9569951559,5932656.917861073,539.57,6,1,1,0,0,3,0,0,0,19,3,2100,363512138.2229019
829531.500806603,5932657.490230611,539.21,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.209366
829532.7435852883,5932657.622038867,539.3100000000001,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161345
829533.2116583461,5932658.985958,539.28,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229047
829532.9632122776,5932659.67532295,539.16,7,1,1,0,0,3,0,0,0,19,3,2100,363512138.2229057
829533.6943163495,5932660.115210794,539.29,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296747
829534.7612044374,5932657.519022761,538.3100000000001,9,1,1,0,0,3,0,0,0,19,3,2100,363512138.229672
829534.5127552904,5932658.179057155,538.27,11,1,1,0,0,3,0,0,0,19,3,2100,363512138.229673
829535.3022459262,5932658.01760046,538.26,3,2,2,0,0,3,0,0,0,19,3,2100,363512138.2364415
829535.0684156846,5932658.662967035,538.25,5,2,2,0,0,1,0,0,0,19,1,2100,363512138.2364424
829534.7761213527,5932659.425676267,538.26,4,2,2,0,0,1,0,0,0,19,1,2100,363512138.2364433
829534.8338744789,5932654.629727163,539.33,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2228992
829534.6438902033,5932655.201744167,539.04,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229
829534.907318258,5932656.771051921,539.74,4,2,2,0,0,3,0,0,0,19,3,2100,363512138.2296703
829534.7611831422,5932657.284388373,539.23,5,1,1,0,0,3,0,0,0,19,3,2100,363512138.2296712
829528.7673661119,5932661.743897846,537.04,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2026048
829529.8932526839,5932662.34505576,537.13,8,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093734
829530.8875801496,5932663.136894245,537.05,5,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161429
829529.9516897777,5932661.963742703,537.95,5,2,3,0,0,3,0,0,0,19,3,2100,363512138.2093724
829530.1709057416,5932661.3330523595,538.1800000000001,2,1,3,0,0,3,0,0,0,19,3,2100,363512138.2093716
829529.7763035877,5932662.286459375,538.66,2,1,3,0,0,3,0,0,0,19,3,2100,363512138.2093724
829531.9690586904,5932660.218076416,537.2,6,2,2,0,0,3,0,0,0,19,3,2100,363512138.2161391
829532.1156046381,5932662.374051969,537.44,2,2,3,0,0,3,0,0,0,19,3,2100,363512138.2229101
829532.3494386396,5932661.743354178,537.52,1,2,3,0,0,3,0,0,0,19,3,2100,363512138.2229092
829532.7590160506,5932662.9899607785,537.8,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296792
829532.4663401374,5932661.274023239,538.07,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229083
829533.5481786975,5932660.59921862,538.91,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296756
829533.3581947071,5932661.171237001,538.65,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296765
829534.1184554216,5932661.0684554055,538.76,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2364451
829531.9694255841,5932662.388793199,538.97,3,1,3,0,0,3,0,0,0,19,3,2100,363512138.2229092
829531.7502118795,5932663.019488068,538.87,5,1,3,0,0,3,0,0,0,19,3,2100,363512138.2229101
829533.4900428042,5932662.916522415,538.07,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2364478
829533.8553939642,5932661.772495521,538.82,1,1,2,0,0,3,0,0,0,19,3,2100,363512138.236446
829529.3378947815,5932663.797141047,537.27,9,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093752
829529.4694155296,5932663.313142505,537.86,10,1,1,0,0,3,0,0,0,19,3,2100,363512138.2093743
829528.8263879187,5932665.205211753,537.17,1,1,2,0,0,3,0,0,0,19,3,2100,363512138.209377
829529.806103756,5932666.041056777,537.21,2,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161464
829530.2445333437,5932664.79433235,537.38,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161447
829529.9668537265,5932665.5130428905,537.48,4,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161456
829533.2854448084,5932663.517880841,537.94,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2364487
829534.2212622659,5932664.133728257,537.84,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2432183
829531.45791927,5932663.782201968,539.01,3,1,3,0,0,3,0,0,0,19,3,2100,363512138.222911
829532.2328691289,5932664.134077898,538.97,1,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296801
829531.2821132388,5932661.391600866,539.83,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2161391
829531.0629038579,5932662.066290375,539.58,2,1,3,0,0,3,0,0,0,19,3,2100,363512138.21614
829530.6390675863,5932663.06370257,540.08,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.216141
829532.4955517831,5932660.980719122,539.03,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229074
829532.91974562,5932662.197990795,539.33,4,1,2,0,0,3,0,0,0,19,3,2100,363512138.2296774
829530.6390918336,5932663.327667273,539.07,6,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161419
829531.1071623467,5932664.647596384,539.3,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229119
829530.8587120584,5932665.307629855,539.22,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2229128
829535.3904360933,5932661.097543844,537.42,9,1,1,0,0,6,0,0,0,19,26,2100,363512138.2432147
829536.4285269884,5932661.214723899,537.72,12,1,1,0,0,6,0,0,0,19,26,2100,363512138.2499831
829535.1566055724,5932661.757572166,537.26,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2432156
829534.4984434004,5932660.159050748,538.29,3,2,3,0,0,3,0,0,0,19,3,2100,363512138.2364442
829535.3319522529,5932660.965593186,538.59,5,2,2,0,0,6,0,0,0,19,26,2100,363512138.2432138
829536.4431184948,5932660.92142342,538.72,4,1,1,0,0,6,0,0,0,19,26,2100,363512138.2499821
829537.1013515162,5932662.915960707,538.21,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2567527
829538.9433492431,5932661.683646807,537.33,12,1,1,0,0,6,0,0,0,19,26,2100,363512138.2635196
829540.2885544747,5932662.328770708,537.48,7,1,1,0,0,6,0,0,0,19,26,2100,363512138.2702881
829537.6420900594,5932661.46388278,538.23,12,1,1,0,0,6,0,0,0,19,26,2100,363512138.2567509
829538.8848648797,5932661.537033286,538.61,10,2,2,0,0,6,0,0,0,19,26,2100,363512138.2635187
829537.4082619877,5932662.138577793,538.07,2,1,2,0,0,6,0,0,0,19,26,2100,363512138.2567518
829536.8821410866,5932663.575985563,538.01,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2567537
829536.1514183828,5932665.600082521,537.73,5,1,3,0,0,3,0,0,0,19,3,2100,363512138.2567564
829534.3527822131,5932663.66439048,538.26,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.2432174
829535.4054890033,5932663.752234174,538.53,3,1,2,0,0,3,0,0,0,19,3,2100,363512138.2499858
829536.6044641753,5932664.309362489,538.1,4,2,3,0,0,3,0,0,0,19,3,2100,363512138.2567546
829536.3267842655,5932665.0280715,538.15,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2567555
829539.747793289,5932663.516887273,538.5600000000001,2,1,2,0,0,3,0,0,0,19,3,2100,363512138.270289
829536.282914364,5932664.852119022,539.33,5,1,3,0,0,3,0,0,0,19,3,2100,363512138.2567546
829537.8910633099,5932664.059865982,539.22,7,1,2,0,0,3,0,0,0,19,3,2100,363512138.2635215
829539.2216460566,5932664.675664385,539.52,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.2702899
829538.870887604,5932665.511730726,539.95,5,1,2,0,0,3,0,0,0,19,3,2100,363512138.2702908
829539.9382158973,5932665.570248858,540.53,6,1,1,0,0,3,0,0,0,19,3,2100,363512138.2770586
829534.132982752,5932660.041926784,542.77,9,1,2,0,0,6,0,0,0,19,6,2100,363512138.2364415
829533.9280611357,5932658.472657641,543.5,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296703
829534.1034235749,5932657.8859781595,543.85,2,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296694
829534.3229692839,5932659.484575735,543.05,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364406
829535.3026273181,5932659.968415477,542.92,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432101
829536.3845694038,5932660.041581071,542.99,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499785
829538.1827644623,5932659.293240186,541.16,7,2,2,0,0,6,0,0,0,19,26,2100,363512138.2567464
829538.2558210113,5932658.911923212,541.9300000000001,7,1,1,0,0,6,0,0,0,19,26,2100,363512138.2567455
829538.3434938046,5932658.50127111,542.71,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567446
829534.454164668,5932656.829947992,544.4300000000001,7,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296676
829534.6441475353,5932656.243265983,544.77,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296667
829535.4336320026,5932656.023149374,544.95,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364352
829535.2144197944,5932656.683169954,544.64,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364362
829536.5740436838,5932656.0083085485,545.09,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432038
829536.398674916,5932656.550988852,544.76,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432047
829537.5244651714,5932656.536148501,544.85,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.249973
829538.8257235091,5932656.653278743,544.91,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.256741
829540.1561879931,5932656.535741746,545.0600000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635087
829534.8782989654,5932657.739196825,544.03,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364379
829534.7029287684,5932658.267212631,543.76,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364388
829535.8725745499,5932658.208366168,543.86,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432074
829536.9545121774,5932658.252199157,543.95,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499758
829534.5129496009,5932658.883226276,543.37,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364397
829535.6679761267,5932658.824384838,543.55,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432083
829535.4779953925,5932659.425733302,543.2,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432092
829536.7645331689,5932658.868212852,543.5600000000001,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499767
829536.5599375786,5932659.498899201,543.28,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499777
829534.2641780362,5932657.387298545,544.14,5,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296685
829535.0390537119,5932657.240517875,544.34,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.236437
829536.0333269611,5932657.695020587,544.17,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432064
829536.2086933213,5932657.137673284,544.49,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432056
829537.1444962014,5932657.680181562,544.23,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499748
829538.4311642977,5932658.07595242,543.49,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567436
829539.0162913195,5932660.026508734,543.22,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635141
829539.2062734525,5932659.439825396,543.53,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635132
829539.4108744324,5932658.838474217,543.87,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635122
829537.3344787416,5932657.093499101,544.5600000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499739
829538.4749906213,5932657.767972395,544.24,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567428
829538.6357410783,5932657.239961213,544.58,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567419
829539.761607379,5932657.738442579,544.41,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635105
829539.6008579767,5932658.26645585,544.13,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635114
829539.966207783,5932657.137090488,544.72,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635095
829533.5776490388,5932661.757974598,541.84,6,1,3,0,0,6,0,0,0,19,6,2100,363512138.2364442
829533.9722303518,5932660.555272812,542.47,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.2364424
829533.7822494635,5932661.156621352,542.12,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.2364433
829534.5573137699,5932662.300475547,541.55,2,1,2,0,0,6,0,0,0,19,6,2100,363512138.2432138
829534.7326818097,5932661.743131034,541.96,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432128
829535.8438496112,5932661.713626249,542.04,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499813
829536.9697423015,5932662.388104419,541.78,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.25675
829534.9372757961,5932661.097778988,542.27,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432119
829535.1126410041,5932660.525766921,542.65,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.243211
829536.0045999673,5932661.1856141975,542.36,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499804
829536.1945867367,5932660.628263711,542.66,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499795
829537.1451113163,5932661.845424084,542.12,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567491
829538.1102272196,5932662.87191672,541.59,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.2635187
829538.2709802494,5932662.35857218,541.94,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635178
829537.3643257985,5932661.200069677,542.4300000000001,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567482
829538.6509406065,5932661.15587307,542.59,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635159
829537.5250767171,5932660.672058976,542.79,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567473
829537.7004466263,5932660.144042634,543.05,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.2567464
829538.8409252462,5932660.583856606,542.91,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.263515
829538.460958067,5932661.74255583,542.26,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2635168
829535.5794643994,5932653.573821475,545.41,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296629
829536.3835727689,5932653.412357407,545.25,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364317
829538.4743988597,5932653.866695209,545.3100000000001,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499694
829535.3017832527,5932654.292526537,545.37,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296639
829535.0679553961,5932654.952559426,545.36,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296648
829535.608998533,5932655.465802533,545.28,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364343
829535.7697502456,5932654.952455764,545.55,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364335
829536.7640239367,5932655.40695962,545.42,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432029
829535.9889688629,5932654.351096245,545.7,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2364326
829536.9393946164,5932654.878945293,545.73,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2432019
829534.8341266371,5932655.627252515,545.16,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2296658
829537.2755328657,5932654.028221835,545.48,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.243201
829537.889811754,5932655.377452636,545.51,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499712
829538.0651818671,5932654.849437278,545.79,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499703
829539.4102902809,5932654.9078890765,545.7,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567382
829537.685210917,5932655.978803889,545.1800000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2499722
829539.0157032894,5932656.051929042,545.22,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567401
829539.1910710551,5932655.509247031,545.5,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.2567392
829540.4729743407,5932626.542202255,534.49,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1957943
829542.0374002381,5932626.688615821,534.33,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025622
829541.3943583859,5932628.346048229,534.67,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.202564
829541.6866474802,5932627.568672215,534.58,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025631
829542.8856091413,5932628.023146097,534.58,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093315
829541.2189921306,5932628.888730307,534.44,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025648
829540.9705418214,5932629.534095855,534.39,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025657
829542.1402723315,5932630.047242096,534.4300000000001,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093342
829544.1576092714,5932628.052282529,534.7,7,2,2,0,0,2,0,0,0,19,2,2100,363512138.2160998
829545.9267614994,5932628.418667036,534.71,10,2,2,0,0,2,0,0,0,19,2,2100,363512138.2296373
829542.9732805775,5932627.612493687,535.3100000000001,7,1,1,0,0,1,0,0,0,19,1,2100,363512138.2093306
829542.0087075863,5932630.003319676,536.1,11,1,1,0,0,1,0,0,0,19,1,2100,363512138.2093333
829544.2014321345,5932627.714973482,535.54,8,1,1,0,0,1,0,0,0,19,1,2100,363512138.216099
829545.137186915,5932628.008134952,534.9,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2228681
829545.9851980007,5932628.037356016,535.55,5,2,2,0,0,1,0,0,0,19,1,2100,363512138.2296364
829543.3245601133,5932630.003105738,535.91,12,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161016
829544.2602976639,5932630.090965803,536.16,11,1,1,0,0,3,0,0,0,19,3,2100,363512138.22287
829543.3683834932,5932629.680459447,536.64,11,1,1,0,0,3,0,0,0,19,3,2100,363512138.2161008
829545.6782725258,5932628.594773884,536.75,2,1,2,0,0,6,0,0,0,19,6,2100,363512138.2296364
829545.1521531717,5932630.032172963,536.58,11,1,1,0,0,3,0,0,0,19,3,2100,363512138.2296383
829546.4531914239,5932628.975912931,534.72,2,2,2,0,0,2,0,0,0,19,2,2100,363512138.2364069
829546.6870218593,5932628.330551948,534.84,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.236406
