x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,synthetic,key_point,withheld,scan_angle_rank,user_data,point_source_id,gps_time
829608.1058770709,5932701.316902292,551.9300000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508865
829610.6498565794,5932701.155143522,551.79,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711934
829611.8633605577,5932701.052275244,551.77,5,1,2,0,0,6,0,0,0,19,6,2100,363512138.7779623
829606.8623510823,5932696.5944652455,552.62,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7373427
829606.6723702707,5932697.166485879,552.3100000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7373436
829606.497003447,5932697.694505152,552.03,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7373444
829607.8860640323,5932698.178299329,552.73,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441132
829607.0523373459,5932696.051779323,552.97,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7373418
829607.2277033561,5932695.509096852,553.35,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7373409
829608.42678378,5932696.564913112,553.79,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441106
829608.0468163593,5932697.679618779,553.1,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441123
829608.2221818424,5932697.136935173,553.45,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441115
829609.2311541948,5932697.958115649,553.87,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508809
829610.1230526158,5932698.163301399,553.87,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576503
829611.6436167292,5932698.265698058,553.33,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711888
829610.7371422708,5932698.295193993,553.7,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644196
829611.8189874939,5932697.752349023,553.72,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711879
829607.4768696937,5932699.366348735,552.2,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.744115
829607.6814655903,5932698.764990509,552.46,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441142
829608.6758235763,5932699.630171581,552.82,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508838
829608.2812414616,5932700.7742161015,552.21,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508856
829608.4712243234,5932700.216861192,552.5,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508846
829608.8950345617,5932698.9848142965,553.1800000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508828
829609.0557865141,5932698.486133001,553.53,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508819
829609.596951825,5932699.776681535,552.69,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.757653
829610.4156441218,5932699.336553254,552.9,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644215
829611.2490395586,5932699.439075187,552.7,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711907
829609.3923548748,5932700.378037507,552.36,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.757654
829610.0064437566,5932700.495266559,552.28,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644233
829609.202369824,5932700.920726111,552.08,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576548
829609.8018452374,5932701.081957611,552.0,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644242
829610.2256581609,5932699.879239789,552.5600000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644223
829611.044440483,5932700.025764842,552.38,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711916
829612.0387259631,5932700.5242532855,551.98,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779614
829610.8398422099,5932700.612456222,552.11,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711925
829610.5910077426,5932698.779204192,553.29,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644205
829609.786933996,5932699.204663722,553.09,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576521
829609.9623026431,5932698.67664835,553.49,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576511
829611.4536370233,5932698.837720593,553.07,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711897
829591.2056961966,5932710.324875696,547.76,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.6764455
829592.6531058035,5932710.089958457,547.35,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6832139
829592.8577041886,5932709.503264166,547.54,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.683213
829589.6560329488,5932711.175793522,547.6800000000001,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.6696781
829589.4514309369,5932711.747819131,547.4300000000001,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.669679
829590.8111063378,5932711.424925154,547.28,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6764473
829591.0157088073,5932710.867562499,547.42,11,1,1,0,0,6,0,0,0,18,6,2100,363512138.6764464
829589.2322140571,5932712.349182899,547.25,8,1,1,0,0,6,0,0,0,18,6,2100,363512138.6696799
829592.3754270505,5932710.8086689375,547.28,3,1,2,0,0,6,0,0,0,18,6,2100,363512138.6832148
829589.7290634884,5932710.530511465,549.57,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.6696762
829589.9482789608,5932709.929145101,549.67,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6696754
829593.0184582438,5932709.004584599,547.95,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.6832121
829591.3518320988,5932709.826203579,548.32,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.6764446
829591.7463867039,5932708.403522532,549.84,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6764419
829593.1353394075,5932708.300625066,549.73,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.6832103
829592.8722782901,5932709.004664656,549.61,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.6832112
829591.2933417769,5932709.650256252,549.6,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6764437
829591.4979412958,5932709.078225999,549.71,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6764428
829589.7729331972,5932710.706461545,548.3000000000001,7,1,1,0,0,6,0,0,0,18,6,2100,363512138.6696771
829588.3840730704,5932711.440007297,547.86,4,2,2,0,0,6,0,0,0,18,6,2100,363512138.6629098
829588.4424889153,5932710.838725294,549.6800000000001,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6629081
829589.8300806511,5932702.214530185,550.77,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.6493594
829590.8684930326,5932704.311694016,550.75,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.6628991
829588.879626795,5932701.540025516,550.98,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6425899
829588.4850176768,5932702.420106879,551.48,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.6425908
829589.479323868,5932703.050598743,551.1,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.6493603
829589.070099085,5932703.960016691,551.62,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.6493611
829590.2104744401,5932703.769140286,550.92,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561297
829588.8366992055,5932707.3333605565,550.75,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561344
829590.035456973,5932706.438500812,550.84,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629018
829589.8016246051,5932707.069200645,550.6800000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629027
829591.0735865176,5932706.819654153,550.52,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6696709
829590.883602349,5932707.362347155,550.37,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6696717
829588.3247619547,5932705.969463015,551.34,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6493639
829589.5528083369,5932705.382593455,551.27,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561316
829588.7631902407,5932704.737402075,551.67,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6493621
829589.8304868174,5932704.663882833,551.32,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561307
829590.5177345502,5932705.133097497,551.12,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629
829590.269288808,5932705.8078000005,550.97,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629009
829589.3043596388,5932706.042628262,551.09,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561325
829589.0705289416,5932706.687993371,550.89,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561335
829591.6143272896,5932705.4115683595,550.62,4,1,2,0,0,6,0,0,0,19,6,2100,363512138.669669
829591.2928028002,5932706.218290037,550.6800000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.66967
829589.36319143,5932708.271928277,550.34,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629044
829589.1439768409,5932708.887958144,550.15,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629053
829588.6028713132,5932707.993393441,550.58,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561354
829589.5970262375,5932707.655895044,550.5,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6629036
829588.369038303,5932708.62409234,550.39,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6561363
829590.6643853452,5932707.963709983,550.17,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6696726
829590.4013252559,5932708.68241378,549.98,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6696736
829588.9247627195,5932709.503989067,549.99,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6629062
829588.6763121455,5932710.149358837,549.85,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.6629071
829590.1674935186,5932709.313115144,549.86,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.6696744
829591.9948308548,5932707.714154798,550.04,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.6764409
829609.0270027462,5932701.448744996,551.78,7,1,2,0,0,6,0,0,0,19,6,2100,363512138.7576557
829609.6264823496,5932701.639308487,551.66,2,1,2,0,0,6,0,0,0,19,6,2100,363512138.7644251
829611.9933113899,5932690.888335561,554.03,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508719
829611.7010210227,5932691.65104679,553.94,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508728
829608.8798280801,5932695.318185427,554.1800000000001,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441087
829610.4733838406,5932694.6579324175,554.48,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508764
829611.7598841009,5932693.953704026,554.01,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576448
829611.9647601618,5932695.053679133,554.3000000000001,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644151
829611.262972721,5932695.053810587,554.75,4,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576457
829608.5875317275,5932696.036900335,554.19,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7441096
829609.8011029203,5932696.2713909205,554.92,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508782
829611.2778621651,5932696.681808924,554.8000000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644169
829609.4503678395,5932697.327425805,554.25,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.75088
829610.2838054791,5932697.664622166,554.28,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576494
829609.6111178175,5932696.814078948,554.63,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508791
829610.4591713215,5932697.1219395315,554.66,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576485
829611.1024913902,5932697.195157889,554.41,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644178
829612.0089667293,5932697.16566395,554.1,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.771187
829610.8978981788,5932697.8111827485,554.15,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644188
829610.0203181506,5932695.670028072,555.11,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508773
829610.6199227303,5932696.608595711,555.13,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576476
829610.7952889511,5932696.08057574,555.39,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576467
829611.482460151,5932696.095117462,555.0600000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644161
829618.7779478845,5932695.125711223,549.28,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982626
829620.2545240625,5932694.436126026,549.09,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050309
829620.0206985505,5932695.096158115,548.9,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050318
829620.4591223901,5932693.849436526,549.41,2,2,2,0,0,6,0,0,0,19,6,2100,363512138.8050301
829623.5001870564,5932693.643571356,548.6800000000001,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253377
829621.4095355797,5932694.303925479,548.85,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.8118
829622.1552162014,5932694.465127897,548.66,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185695
829621.1610921938,5932694.97862736,548.6800000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.811801
829621.9360018346,5932695.066490969,548.47,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185704
829623.0179088347,5932694.919638783,548.32,4,1,2,0,0,6,0,0,0,19,6,2100,363512138.8253395
829623.2663611466,5932694.303602119,548.45,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253386
829621.643365827,5932693.673226723,549.04,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117991
829622.5790223524,5932693.247738991,549.08,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185678
829621.774883963,5932693.218552703,549.46,4,2,2,0,0,6,0,0,0,19,6,2100,363512138.8117983
829623.7340145354,5932692.998205607,548.86,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253368
829622.739775412,5932692.749061833,549.5500000000001,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185668
829623.8216899137,5932692.646210555,549.4300000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253359
829622.359809979,5932693.863767636,548.86,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185687
829615.0647380583,5932698.191556916,546.22,4,1,2,0,0,1,0,0,0,19,1,2100,363512138.7847306
829613.0618816797,5932699.306556305,546.24,5,2,2,0,0,6,0,0,0,19,26,2100,363512138.7779632
829612.7988225999,5932700.010596113,546.13,8,1,1,0,0,6,0,0,0,19,26,2100,363512138.7779641
829616.5413264479,5932697.296731205,548.76,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914968
829616.3221116249,5932697.898094326,548.57,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914977
829617.9303254585,5932697.516486301,548.35,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982662
829616.7751561303,5932696.666030333,548.89,9,2,2,0,0,6,0,0,0,19,6,2100,363512138.7914959
829612.6672313184,5932699.717373587,548.76,2,2,2,0,0,6,0,0,0,19,26,2100,363512138.7779623
829612.448015504,5932700.318735431,548.53,6,1,2,0,0,6,0,0,0,19,26,2100,363512138.7779632
829616.117517836,5932698.499455738,548.4,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914986
829618.1787703283,5932696.841786685,548.59,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982652
829618.397987091,5932696.25508957,548.76,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982644
829619.5968808137,5932696.240215878,548.54,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050336
829619.8160950388,5932695.638852111,548.71,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050327
829620.9418816082,5932695.609321729,548.4300000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8118019
829619.3922873918,5932696.85623918,548.23,4,1,2,0,0,6,0,0,0,19,6,2100,363512138.8050345
829618.6025861858,5932695.683062924,548.97,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982635
829612.1837164599,5932692.985615655,553.45,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576439
829612.3883180419,5932692.413593771,553.79,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576429
829612.9439493348,5932692.6775021115,553.8100000000001,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644124
829612.7685795675,5932693.190852567,553.47,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644132
829613.5435094447,5932693.366729005,553.62,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711824
829613.7188785062,5932692.8533771755,553.92,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711815
829614.669318391,5932693.425215948,553.83,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779513
829612.4909031683,5932693.909562644,553.41,5,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644142
829613.3389139118,5932693.968086659,553.35,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711833
829613.0758567674,5932694.686791352,553.2,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711842
829614.0409079597,5932695.214623177,552.97,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.777954
829614.2162766969,5932694.701270555,553.25,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779531
829614.435489071,5932694.070579123,553.58,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779522
829617.6811741422,5932693.43934971,552.87,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914895
829615.6491798582,5932695.214339638,552.48,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847232
829615.8391643851,5932694.671651238,552.76,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847223
829617.0235342219,5932695.287432033,552.11,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914923
829617.242747504,5932694.671404445,552.36,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914914
829617.4765764679,5932694.026040808,552.6,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914904
829616.3214375357,5932693.351586653,553.19,2,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847204
829616.4968017549,5932692.808901796,553.5,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847195
829617.9150052991,5932692.8086524615,553.1,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914885
829616.6721685414,5932692.280883963,553.82,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847186
829616.0583780672,5932694.055624392,553.03,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847213
829622.9735578231,5932691.619768364,551.85,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185641
829623.8362562492,5932692.1036146935,551.58,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.825334
829618.6755917508,5932694.8031480685,551.83,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982608
829619.9768020378,5932694.656244194,551.22,8,1,2,0,0,6,0,0,0,19,6,2100,363512138.8050301
829620.0937058984,5932694.230908942,551.73,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050291
829621.4825707051,5932693.717305599,550.58,8,1,2,0,0,1,0,0,0,19,1,2100,363512138.8117983
829621.4533164151,5932693.526682193,551.71,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117973
829622.4328214519,5932693.027850856,551.66,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.818566
829623.6462749837,5932692.6756320195,551.17,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.825335
829622.7104924738,5932692.279807904,551.74,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.818565
829620.9559458741,5932691.825465794,552.67,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050255
829619.1426095589,5932689.508471007,553.67,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.791484
829618.8503181625,5932690.2418554835,553.77,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914849
829620.5608430878,5932689.713547213,553.0600000000001,7,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982536
829620.2247032187,5932690.53493693,553.1,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982545
829618.1049825253,5932692.2219645465,553.39,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914877
829618.5287982335,5932691.048579825,553.92,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914858
829618.3241958206,5932691.60593748,553.65,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914867
829619.9324160701,5932691.297653473,553.16,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982554
829619.6839687962,5932691.943023812,553.0500000000001,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982564
829621.4966761604,5932690.40270916,552.63,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.80502367
829622.5639997424,5932690.4612004105,552.71,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117929
829623.3096712098,5932690.549076179,552.72,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185622
829622.4032472123,5932690.95987846,552.27,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117937
829622.1986515722,5932691.546572886,552.1,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117946
829621.2336204567,5932691.121415162,552.52,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050247
829623.1635389435,5932691.047750781,552.25,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185631
829624.0116197015,5932691.546267512,552.02,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253331
829621.6866571852,5932689.83069135,553.02,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050228
829621.8912581801,5932689.27333136,553.22,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.805022
829622.7393651768,5932689.918518994,553.12,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117919
829623.470420583,5932690.03573014,553.12,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.8185613
829619.0555592268,5932693.717768849,552.32,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.798259
829619.4793714567,5932692.529715198,552.79,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982573
829619.2601540297,5932693.116410404,552.57,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982581
829620.2983037344,5932693.644218444,552.02,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050282
829620.5175167453,5932693.02819088,552.27,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050273
829620.7367313253,5932692.426828325,552.47,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8050264
829618.8655752515,5932694.260457936,552.0600000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982599
829621.657913314,5932692.93999002,551.95,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117964
829621.9063574343,5932692.26528997,552.17,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8117955
829616.8335765318,5932696.108747769,550.67,4,2,2,0,0,1,0,0,0,19,1,2100,363512138.7914942
829616.8335560262,5932695.874118447,551.77,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914933
829616.2635856045,5932697.311547195,551.8100000000001,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.7914951
829616.0005183187,5932697.95692266,551.77,4,1,2,0,0,6,0,0,0,19,6,2100,363512138.7914959
829613.851595166,5932699.922613359,551.8000000000001,6,1,2,0,0,6,0,0,0,19,6,2100,363512138.7847296
829615.0645918034,5932696.666438979,552.57,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.784725
829614.5823164311,5932697.957176753,552.32,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847268
829614.8161512761,5932697.35580955,552.46,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847259
829612.6081702248,5932695.684226962,553.95,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.7711851
829613.6024556324,5932696.182715656,553.57,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.777955
829613.3540146721,5932696.872085473,553.44,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779559
829613.1201832445,5932697.502783227,553.22,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779568
829612.9009683464,5932698.104146615,553.04,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779577
829615.4445849239,5932695.815698482,552.24,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847241
829616.4974149748,5932696.68084565,551.92,7,1,2,0,0,6,0,0,0,19,6,2100,363512138.7914942
829612.7109878964,5932698.676167476,552.73,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779586
829612.4771562075,5932699.306864998,552.5,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779596
829614.3338706595,5932698.617213414,552.19,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847277
829614.0854261077,5932699.2919144025,551.99,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7847287
829612.2579407227,5932699.908227484,552.29,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7779604
829618.5002267319,5932695.360492981,551.32,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7982617
829624.6259844276,5932693.672709831,548.48,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.832107
829624.4213863837,5932694.259399423,548.16,3,1,2,0,0,6,0,0,0,19,6,2100,363512138.8321079
829624.8013475289,5932693.115361862,548.9,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8321061
829624.8744047977,5932692.763374656,549.63,6,1,1,0,0,6,0,0,0,19,6,2100,363512138.8321051
829624.9035915714,5932692.235437579,551.62,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8321033
829624.7282279968,5932692.792784489,551.17,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8321043
829624.3185075697,5932690.578244693,552.83,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253313
829625.3858430452,5932690.710068175,552.89,7,1,2,0,0,6,0,0,0,19,6,2100,363512138.8321006
829624.1431396189,5932691.106259202,552.41,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253322
829625.2250898418,5932691.208744592,552.4,9,1,2,0,0,6,0,0,0,19,6,2100,363512138.8321016
829625.0789570624,5932691.692756338,552.04,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.8321024
829624.4938701307,5932690.020895908,553.22,11,1,1,0,0,6,0,0,0,19,6,2100,363512138.8253304
829625.5465924661,5932690.196722426,553.3000000000001,8,1,2,0,0,6,0,0,0,19,6,2100,363512138.8320998
829620.0804133685,5932702.76673587,546.61,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.8253505
829621.2792679614,5932702.429222616,547.2,6,1,2,0,0,3,0,0,0,19,3,2100,363512138.8321189
829612.490202568,5932689.582924821,554.13,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7508701
829612.2417559559,5932690.228297187,554.09,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.750871
829613.5282338447,5932689.289437362,554.65,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576384
829613.250560048,5932690.022813798,554.59,8,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576394
829613.0167221178,5932690.594850543,554.5500000000001,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576402
829613.7331069374,5932690.3747438425,554.9,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644088
829612.7682831876,5932691.29888554,554.39,10,1,1,0,0,6,0,0,0,19,6,2100,363512138.7576412
829612.578300461,5932691.856239302,554.08,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.757642
829613.1339317239,5932692.120147612,554.1,9,1,1,0,0,6,0,0,0,19,6,2100,363512138.7644115
